Datum,Sonnenaufgang,Sonnenuntergang,Tageslaenge,Niederschlag (l/m^2),Sonnenschein (h),Schneehoehe (cm),Sonnenschein (%),Tageslaenge (dezimal)
2014-05-15,5:14:06,21:17:36,16:03:30,0,7.9,0,0.492211838,16.05
2014-05-16,5:12:27,21:19:18,16:06:51,0,10.1,0,0.627329193,16.1
2014-05-17,5:10:50,21:20:59,16:10:09,0,11.6,0,0.71737786,16.17
2014-05-18,5:09:15,21:22:39,16:13:24,1.5,6.9,0,0.42540074,16.22
2014-05-19,5:07:42,21:24:17,16:16:35,0.1,3.2,0,0.196681008,16.27
2014-05-20,5:06:12,21:25:54,16:19:42,0,15.1,0,0.925245098,16.32
2014-05-21,5:04:44,21:27:30,16:22:46,0,10.1,0,0.616982285,16.37
2014-05-22,5:03:19,21:29:04,16:25:45,5.2,13.2,0,0.803897686,16.42
2014-05-23,5:01:56,21:30:37,16:28:41,4.7,3,0,0.182149362,16.47
2014-05-24,5:00:36,21:32:08,16:31:32,0,13.4,0,0.811138015,16.52
2014-05-25,4:59:19,21:33:37,16:34:18,0,9.7,0,0.585395293,16.57
2014-05-26,4:58:05,21:35:05,16:37:00,0,15.3,0,0.920577617,16.62
2014-05-27,4:56:53,21:36:30,16:39:37,0,4.3,0,0.258258258,16.65
2014-05-28,4:55:45,21:37:54,16:42:09,0,0.7,0,0.041916168,16.7
2014-05-29,4:54:39,21:39:15,16:44:36,0,10.6,0,0.633592349,16.73
2014-05-30,4:53:36,21:40:35,16:46:59,0,15.5,0,0.924269529,16.77
2014-05-31,4:52:36,21:41:52,16:49:16,0,9.7,0,0.576694411,16.82
2014-06-01,4:51:40,21:43:07,16:51:27,0,1.4,0,0.083086053,16.85
2014-06-02,4:50:47,21:44:19,16:53:32,0,15.3,0,0.906398104,16.88
2014-06-03,4:49:57,21:45:29,16:55:32,0,11.3,0,0.6678487,16.92
2014-06-04,4:49:10,21:46:36,16:57:26,0.5,12.2,0,0.719764012,16.95
2014-06-05,4:48:26,21:47:41,16:59:15,20.8,4.8,0,0.282685512,16.98
2014-06-06,4:47:46,21:48:43,17:00:57,0,13.2,0,0.776470588,17
2014-06-07,4:47:09,21:49:42,17:02:33,0,12.7,0,0.745742807,17.03
2014-06-08,4:46:36,21:50:39,17:04:03,0,5.2,0,0.304628002,17.07
2014-06-09,4:46:06,21:51:32,17:05:26,0,10.8,0,0.632318501,17.08
2014-06-10,4:45:40,21:52:22,17:06:42,0,10.3,0,0.602339181,17.1
2014-06-11,4:45:17,21:53:09,17:07:52,0.3,6.5,0,0.379672897,17.12
2014-06-12,4:44:58,21:53:53,17:08:55,0.2,10,0,0.583771162,17.13
2014-06-13,4:44:42,21:54:34,17:09:52,0.2,3.2,0,0.186588921,17.15
2014-06-14,4:44:30,21:55:12,17:10:42,0,11,0,0.640652301,17.17
2014-06-15,4:44:22,21:55:46,17:11:24,0,16.1,0,0.937136205,17.18
2014-06-16,4:44:17,21:56:17,17:12:00,0,5.1,0,0.296511628,17.2
2014-06-17,4:44:15,21:56:44,17:12:29,0,13.2,0,0.76744186,17.2
2014-06-18,4:44:17,21:57:08,17:12:51,0,6.3,0,0.36627907,17.2
2014-06-19,4:44:23,21:57:28,17:13:05,1.1,1.1,0,0.06387921,17.22
2014-06-20,4:44:33,21:57:45,17:13:12,0,6.1,0,0.354239257,17.22
2014-06-21,4:44:45,21:57:58,17:13:13,2.8,3.8,0,0.220673635,17.22
2014-06-22,4:45:02,21:58:08,17:13:06,0,9.3,0,0.540069686,17.22
2014-06-23,4:45:22,21:58:14,17:12:52,4.7,7.5,0,0.436046512,17.2
2014-06-24,4:45:45,21:58:17,17:12:32,0.1,0.4,0,0.023255814,17.2
2014-06-25,4:46:12,21:58:15,17:12:03,0,14.6,0,0.848837209,17.2
2014-06-26,4:46:42,21:58:10,17:11:28,3,8.9,0,0.518044237,17.18
2014-06-27,4:47:15,21:58:02,17:10:47,1.4,4.3,0,0.250436808,17.17
2014-06-28,4:47:52,21:57:50,17:09:58,21.2,2.9,0,0.16909621,17.15
2014-06-29,4:48:32,21:57:34,17:09:02,0.4,4.8,0,0.279883382,17.15
2014-06-30,4:49:15,21:57:15,17:08:00,0,10.1,0,0.589608873,17.13
2014-07-01,4:50:01,21:56:52,17:06:51,3,6.6,0,0.385964912,17.1
2014-07-02,4:50:50,21:56:25,17:05:35,0,6.8,0,0.398126464,17.08
2014-07-03,4:51:42,21:55:55,17:04:13,0,3.6,0,0.210896309,17.07
2014-07-04,4:52:37,21:55:22,17:02:45,0,15,0,0.880798591,17.03
2014-07-05,4:53:35,21:54:45,17:01:10,7.1,2.9,0,0.170387779,17.02
2014-07-06,4:54:35,21:54:04,16:59:29,0.1,8.6,0,0.50647821,16.98
2014-07-07,4:55:38,21:53:21,16:57:43,0,6.3,0,0.371681416,16.95
2014-07-08,4:56:44,21:52:33,16:55:49,13,0.6,0,0.035460993,16.92
2014-07-09,4:57:52,21:51:43,16:53:51,0,13.1,0,0.776066351,16.88
2014-07-10,4:59:03,21:50:49,16:51:46,0,15.7,0,0.931750742,16.85
2014-07-11,5:00:16,21:49:52,16:49:36,0,15.3,0,0.909631391,16.82
2014-07-12,5:01:31,21:48:52,16:47:21,0,12.1,0,0.721096544,16.78
2014-07-13,5:02:48,21:47:49,16:45:01,13.7,0.1,0,0.005970149,16.75
2014-07-14,5:04:07,21:46:43,16:42:36,0.8,3,0,0.179640719,16.7
2014-07-15,5:05:29,21:45:34,16:40:05,0,8.9,0,0.533893221,16.67
2014-07-16,5:06:52,21:44:22,16:37:30,0,4.3,0,0.258724428,16.62
2014-07-17,5:08:17,21:43:07,16:34:50,0,13.5,0,0.814725407,16.57
2014-07-18,5:09:44,21:41:49,16:32:05,0,13.5,0,0.816696915,16.53
2014-07-19,5:11:12,21:40:29,16:29:17,0,14.6,0,0.88592233,16.48
2014-07-20,5:12:42,21:39:06,16:26:24,0,9.4,0,0.572124163,16.43
2014-07-21,5:14:14,21:37:40,16:23:26,0,14,0,0.854700855,16.38
2014-07-22,5:15:46,21:36:12,16:20:26,0,14.9,0,0.912431108,16.33
2014-07-23,5:17:21,21:34:41,16:17:20,0,15.5,0,0.952088452,16.28
2014-07-24,5:18:56,21:33:08,16:14:12,0,13.1,0,0.807147258,16.23
2014-07-25,5:20:33,21:31:32,16:10:59,3.4,9.9,0,0.612244898,16.17
2014-07-26,5:22:10,21:29:54,16:07:44,0.9,3.4,0,0.210918114,16.12
2014-07-27,5:23:49,21:28:14,16:04:25,0,7.9,0,0.491599253,16.07
2014-07-28,5:25:29,21:26:32,16:01:03,0,13.5,0,0.842696629,16.02
2014-07-29,5:27:10,21:24:47,15:57:37,0,12,0,0.752351097,15.95
2014-07-30,5:28:51,21:23:01,15:54:10,0,3.7,0,0.232704403,15.9
2014-07-31,5:30:33,21:21:12,15:50:39,0.3,9.1,0,0.574857865,15.83
2014-08-01,5:32:16,21:19:22,15:47:06,0,11.2,0,0.709759189,15.78
2014-08-02,5:34:00,21:17:30,15:43:30,0,9.8,0,0.623409669,15.72
2014-08-03,5:35:44,21:15:36,15:39:52,10.3,5.3,0,0.338658147,15.65
2014-08-04,5:37:29,21:13:40,15:36:11,0.1,3.9,0,0.25,15.6
2014-08-05,5:39:15,21:11:42,15:32:27,0,6.3,0,0.405666452,15.53
2014-08-06,5:41:00,21:09:43,15:28:43,0,11.9,0,0.769230769,15.47
2014-08-07,5:42:47,21:07:42,15:24:55,2.6,1.2,0,0.077922078,15.4
2014-08-08,5:44:33,21:05:40,15:21:07,0,10.1,0,0.657980456,15.35
2014-08-09,5:46:20,21:03:36,15:17:16,4.1,5,0,0.327225131,15.28
2014-08-10,5:48:08,21:01:30,15:13:22,0.5,6.1,0,0.400788436,15.22
2014-08-11,5:49:55,20:59:23,15:09:28,2.4,8.4,0,0.554455446,15.15
2014-08-12,5:51:43,20:57:15,15:05:32,10.3,6.1,0,0.404509284,15.08
2014-08-13,5:53:31,20:55:06,15:01:35,0,9,0,0.599201065,15.02
2014-08-14,5:55:19,20:52:55,14:57:36,2,3.9,0,0.260869565,14.95
2014-08-15,5:57:07,20:50:43,14:53:36,1.5,5.4,0,0.362903226,14.88
2014-08-16,5:58:56,20:48:30,14:49:34,1.5,3.5,0,0.236167341,14.82
2014-08-17,6:00:44,20:46:16,14:45:32,17,0,0,0,14.75
2014-08-18,6:02:33,20:44:00,14:41:27,10,3.6,0,0.245231608,14.68
2014-08-19,6:04:22,20:41:44,14:37:22,10.1,6.2,0,0.424076607,14.62
2014-08-20,6:06:10,20:39:27,14:33:17,1.1,6.5,0,0.446735395,14.55
2014-08-21,6:07:59,20:37:08,14:29:09,3.4,7.6,0,0.524861878,14.48
2014-08-22,6:09:48,20:34:49,14:25:01,7.2,3.9,0,0.270457698,14.42
2014-08-23,6:11:36,20:32:29,14:20:53,2.1,7.1,0,0.495464061,14.33
2014-08-24,6:13:25,20:30:08,14:16:43,1.3,10.1,0,0.707778556,14.27
2014-08-25,6:15:14,20:27:46,14:12:32,2.1,5.7,0,0.401408451,14.2
2014-08-26,6:17:02,20:25:24,14:08:22,0,11.4,0,0.806794055,14.13
2014-08-27,6:18:51,20:23:00,14:04:09,0,12.8,0,0.909737029,14.07
2014-08-28,6:20:40,20:20:36,13:59:56,0,10.6,0,0.758226037,13.98
2014-08-29,6:22:28,20:18:12,13:55:44,3.2,4.9,0,0.352011494,13.92
2014-08-30,6:24:17,20:15:46,13:51:29,13.5,1.6,0,0.115523466,13.85
2014-08-31,6:26:05,20:13:20,13:47:15,0.3,1.5,0,0.108853411,13.78
2014-09-01,6:27:54,20:10:54,13:43:00,0.4,0.4,0,0.029154519,13.72
2014-09-02,6:29:42,20:08:27,13:38:45,0,10.9,0,0.79970653,13.63
2014-09-03,6:31:30,20:06:00,13:34:30,0,11.1,0,0.81798084,13.57
2014-09-04,6:33:19,20:03:32,13:30:13,0,12.8,0,0.948148148,13.5
2014-09-05,6:35:07,20:01:03,13:25:56,0,7.3,0,0.543964232,13.42
2014-09-06,6:36:55,19:58:34,13:21:39,14.1,8.6,0,0.644194757,13.35
2014-09-07,6:38:43,19:56:05,13:17:22,0,1,0,0.075301205,13.28
2014-09-08,6:40:31,19:53:36,13:13:05,0.1,7.6,0,0.574886536,13.22
2014-09-09,6:42:20,19:51:06,13:08:46,1.5,4,0,0.304645849,13.13
2014-09-10,6:44:08,19:48:36,13:04:28,0,8.3,0,0.635042081,13.07
2014-09-11,6:45:56,19:46:05,13:00:09,0,7.7,0,0.592307692,13
2014-09-12,6:47:44,19:43:35,12:55:51,0,9.1,0,0.704334365,12.92
2014-09-13,6:49:32,19:41:04,12:51:32,2.3,2,0,0.155642023,12.85
2014-09-14,6:51:20,19:38:33,12:47:13,14,0.3,0,0.023474178,12.78
2014-09-15,6:53:09,19:36:02,12:42:53,0,5.2,0,0.409448819,12.7
2014-09-16,6:54:57,19:33:31,12:38:34,0,11,0,0.870942201,12.63
2014-09-17,6:56:46,19:31:00,12:34:14,0,9.5,0,0.755767701,12.57
2014-09-18,6:58:34,19:28:28,12:29:54,0,11,0,0.881410256,12.48
2014-09-19,7:00:23,19:25:57,12:25:34,0,10.9,0,0.877616747,12.42
2014-09-20,7:02:11,19:23:25,12:21:14,1.6,5.2,0,0.421052632,12.35
2014-09-21,7:04:00,19:20:54,12:16:54,0.2,6,0,0.488997555,12.27
2014-09-22,7:05:49,19:18:23,12:12:34,0,1.2,0,0.098360656,12.2
2014-09-23,7:07:38,19:15:52,12:08:14,0,6.8,0,0.56059357,12.13
2014-09-24,7:09:27,19:13:21,12:03:54,0.7,0.6,0,0.049792531,12.05
2014-09-25,7:11:17,19:10:50,11:59:33,0.8,1.2,0,0.100166945,11.98
2014-09-26,7:13:06,19:08:19,11:55:13,0.9,0.8,0,0.067114094,11.92
2014-09-27,7:14:56,19:05:49,11:50:53,0,8.5,0,0.718512257,11.83
2014-09-28,7:16:46,19:03:18,11:46:32,0,5.8,0,0.49277825,11.77
2014-09-29,7:18:36,19:00:48,11:42:12,1.4,1.9,0,0.162393162,11.7
2014-09-30,7:20:27,18:58:18,11:37:51,9.7,0,0,0,11.62
2014-10-01,7:22:17,18:55:49,11:33:32,0.2,1.7,0,0.147186147,11.55
2014-10-02,7:24:08,18:53:20,11:29:12,0,1.8,0,0.156794425,11.48
2014-10-03,7:25:59,18:50:51,11:24:52,0,4.2,0,0.368421053,11.4
2014-10-04,7:27:51,18:48:23,11:20:32,0,10,0,0.882612533,11.33
2014-10-05,7:29:43,18:45:55,11:16:12,0,8.8,0,0.780834073,11.27
2014-10-06,7:31:35,18:43:28,11:11:53,0,4.6,0,0.411449016,11.18
2014-10-07,7:33:27,18:41:01,11:07:34,8.2,0.2,0,0.017985612,11.12
2014-10-08,7:35:20,18:38:35,11:03:15,0.8,4,0,0.36199095,11.05
2014-10-09,7:37:12,18:36:09,10:58:57,0,3,0,0.273473108,10.97
2014-10-10,7:39:06,18:33:44,10:54:38,0,4.3,0,0.394495413,10.9
2014-10-11,7:40:59,18:31:19,10:50:20,1.6,6,0,0.55401662,10.83
2014-10-12,7:42:53,18:28:56,10:46:03,0.6,2.2,0,0.204271123,10.77
2014-10-13,7:44:47,18:26:32,10:41:45,13.3,0,0,0,10.68
2014-10-14,7:46:42,18:24:10,10:37:28,1.4,1.8,0,0.169491525,10.62
2014-10-15,7:48:36,18:21:48,10:33:12,0,0.2,0,0.018957346,10.55
2014-10-16,7:50:32,18:19:28,10:28:56,0,0,0,0,10.47
2014-10-17,7:52:27,18:17:08,10:24:41,5.1,0.2,0,0.019230769,10.4
2014-10-18,7:54:23,18:14:49,10:20:26,0,0,0,0,10.33
2014-10-19,7:56:19,18:12:31,10:16:12,11.9,0,0,0,10.27
2014-10-20,7:58:15,18:10:14,10:11:59,0.8,3.9,0,0.383104126,10.18
2014-10-21,8:00:12,18:07:58,10:07:46,9,0,0,0,10.12
2014-10-22,8:02:09,18:05:42,10:03:33,0,1.7,0,0.169154229,10.05
2014-10-23,8:04:06,18:03:29,09:59:23,0,2.1,0,0.210420842,9.98
2014-10-24,8:06:03,18:01:16,09:55:13,1.1,0.6,0,0.060483871,9.92
2014-10-25,8:08:01,17:59:04,09:51:03,0.4,0.1,0,0.010152284,9.85
2014-10-26,7:10:04,16:56:48,09:46:44,0,1.7,0,0.174002047,9.77
2014-10-27,7:12:02,16:54:39,09:42:37,0,5.8,0,0.597938144,9.7
2014-10-28,7:14:00,16:52:32,09:38:32,0,7.3,0,0.758047767,9.63
2014-10-29,7:15:59,16:50:25,09:34:26,0,0,0,0,9.57
2014-10-30,7:17:57,16:48:20,09:30:23,0.1,6.1,0,0.642105263,9.5
2014-10-31,7:19:56,16:46:17,09:26:21,0,0,0,0,9.43
2014-11-01,7:21:55,16:44:15,09:22:20,0,4.7,0,0.501600854,9.37
2014-11-02,7:23:54,16:42:15,09:18:21,1.1,4.1,0,0.440860215,9.3
2014-11-03,7:25:52,16:40:16,09:14:24,1,3.2,0,0.346695558,9.23
2014-11-04,7:27:51,16:38:19,09:10:28,6.8,0.4,0,0.043620502,9.17
2014-11-05,7:29:50,16:36:24,09:06:34,2.1,0,0,0,9.1
2014-11-06,7:31:48,16:34:30,09:02:42,0,3.1,0,0.343300111,9.03
2014-11-07,7:33:46,16:32:39,08:58:53,0,5.9,0,0.657748049,8.97
2014-11-08,7:35:44,16:30:49,08:55:05,0,0.9,0,0.100896861,8.92
2014-11-09,7:37:42,16:29:01,08:51:19,0,4,0,0.451977401,8.85
2014-11-10,7:39:40,16:27:16,08:47:36,0.9,1.4,0,0.159453303,8.78
2014-11-11,7:41:37,16:25:32,08:43:55,0,5.4,0,0.619266055,8.72
2014-11-12,7:43:33,16:23:51,08:40:18,0.5,0,0,0,8.67
2014-11-13,7:45:29,16:22:11,08:36:42,0,0,0,0,8.6
2014-11-14,7:47:25,16:20:34,08:33:09,0,0,0,0,8.55
2014-11-15,7:49:19,16:19:00,08:29:41,0,0,0,0,8.48
2014-11-16,7:51:13,16:17:28,08:26:15,3,0,0,0,8.43
2014-11-17,7:53:07,16:15:58,08:22:51,0,0.8,0,0.09557945,8.37
2014-11-18,7:54:59,16:14:31,08:19:32,0.7,0,0,0,8.32
2014-11-19,7:56:50,16:13:07,08:16:17,0,0,0,0,8.27
2014-11-20,7:58:41,16:11:45,08:13:04,0,0.5,0,0.060827251,8.22
2014-11-21,8:00:30,16:10:26,08:09:56,0,0.7,0,0.085889571,8.15
2014-11-22,8:02:18,16:09:10,08:06:52,1.7,0.1,0,0.012345679,8.1
2014-11-23,8:04:04,16:07:56,08:03:52,3.5,0.2,0,0.02484472,8.05
2014-11-24,8:05:49,16:06:46,08:00:57,2.8,3.9,0,0.4875,8
2014-11-25,8:07:33,16:05:39,07:58:06,0,5.2,0,0.652446675,7.97
2014-11-26,8:09:15,16:04:34,07:55:19,0,3.6,0,0.454545455,7.92
2014-11-27,8:10:56,16:03:33,07:52:37,0,4.3,0,0.546378653,7.87
2014-11-28,8:12:34,16:02:36,07:50:02,0,0.5,0,0.06385696,7.83
2014-11-29,8:14:11,16:01:41,07:47:30,0,0,0,0,7.78
2014-11-30,8:15:46,16:00:50,07:45:04,0,0,0,0,7.75
2014-12-01,8:17:18,16:00:02,07:42:44,0,0,0,0,7.7
2014-12-02,8:18:49,15:59:18,07:40:29,0,0,0,0,7.67
2014-12-03,8:20:17,15:58:37,07:38:20,0,0,0,0,7.63
2014-12-04,8:21:43,15:58:00,07:36:17,2.7,0,0,0,7.6
2014-12-05,8:23:06,15:57:26,07:34:20,0.3,0,0,0,7.57
2014-12-06,8:24:26,15:56:56,07:32:30,0,4,0,0.531208499,7.53
2014-12-07,8:25:44,15:56:30,07:30:46,8.7,0,0,0,7.5
2014-12-08,8:26:59,15:56:07,07:29:08,3.5,0,0,0,7.48
2014-12-09,8:28:12,15:55:48,07:27:36,2.4,0,0,0,7.45
2014-12-10,8:29:21,15:55:33,07:26:12,4.9,0.4,0,0.053835801,7.43
2014-12-11,8:30:27,15:55:22,07:24:55,22.2,0,0,0,7.4
2014-12-12,8:31:31,15:55:15,07:23:44,13.6,0,0,0,7.38
2014-12-13,8:32:30,15:55:12,07:22:42,0.3,1.7,0,0.230664858,7.37
2014-12-14,8:33:27,15:55:12,07:21:45,1.3,2.6,0,0.353741497,7.35
2014-12-15,8:34:20,15:55:17,07:20:57,5.9,0,0,0,7.33
2014-12-16,8:35:10,15:55:25,07:20:15,3.8,0.1,0,0.013642565,7.33
2014-12-17,8:35:56,15:55:38,07:19:42,1.4,0,0,0,7.32
2014-12-18,8:36:39,15:55:54,07:19:15,19.2,0,0,0,7.32
2014-12-19,8:37:18,15:56:14,07:18:56,7.2,0.2,0,0.02739726,7.3
2014-12-20,8:37:54,15:56:38,07:18:44,7.5,0.4,0,0.054794521,7.3
2014-12-21,8:38:26,15:57:06,07:18:40,18.1,0,0,0,7.3
2014-12-22,8:38:54,15:57:38,07:18:44,22.4,0,0,0,7.3
2014-12-23,8:39:18,15:58:13,07:18:55,19.9,0,0,0,7.3
2014-12-24,8:39:38,15:58:52,07:19:14,13.1,1.3,0,0.177595628,7.32
2014-12-25,8:39:55,15:59:35,07:19:40,5.3,0,0,0,7.32
2014-12-26,8:40:08,16:00:22,07:20:14,0.5,1.5,0,0.204638472,7.33
2014-12-27,8:40:17,16:01:12,07:20:55,0,2.9,0,0.395634379,7.33
2014-12-28,8:40:22,16:02:05,07:21:43,0.7,4.3,0,0.585034014,7.35
2014-12-29,8:40:23,16:03:02,07:22:39,2.5,2.2,0,0.298507463,7.37
2014-12-30,8:40:20,16:04:03,07:23:43,0,0,0,0,7.38
2014-12-31,8:40:14,16:05:07,07:24:53,0.1,1,0,0.135135135,7.4
2015-01-01,8:40:03,16:06:14,07:26:11,8,0,0,0,7.43
2015-01-02,8:39:49,16:07:24,07:27:35,2.2,0.7,0,0.093959732,7.45
2015-01-03,8:39:31,16:08:37,07:29:06,4.2,0,0,0,7.48
2015-01-04,8:39:10,16:09:54,07:30:44,0,4.7,0,0.626666667,7.5
2015-01-05,8:38:44,16:11:13,07:32:29,0.2,0,0,0,7.53
2015-01-06,8:38:15,16:12:35,07:34:20,0.2,0,0,0,7.57
2015-01-07,8:37:42,16:13:59,07:36:17,1.3,2.2,0,0.289473684,7.6
2015-01-08,8:37:06,16:15:26,07:38:20,7.5,0,0,0,7.63
2015-01-09,8:36:26,16:16:56,07:40:30,12.6,0.1,0,0.01303781,7.67
2015-01-10,8:35:43,16:18:28,07:42:45,6,0,0,0,7.7
2015-01-11,8:34:56,16:20:03,07:45:07,4,0.5,0,0.064516129,7.75
2015-01-12,8:34:06,16:21:39,07:47:33,13.8,0,0,0,7.78
2015-01-13,8:33:12,16:23:18,07:50:06,12,0,0,0,7.83
2015-01-14,8:32:15,16:24:59,07:52:44,6.2,0.3,0,0.038119441,7.87
2015-01-15,8:31:15,16:26:41,07:55:26,13.6,0,0,0,7.92
2015-01-16,8:30:12,16:28:26,07:58:14,0,0.3,0,0.037641154,7.97
2015-01-17,8:29:05,16:30:12,08:01:07,0,4.9,0,0.610972569,8.02
2015-01-18,8:27:56,16:31:59,08:04:03,4.1,0,0,0,8.07
2015-01-19,8:26:44,16:33:49,08:07:05,1.3,0,0,0,8.12
2015-01-20,8:25:29,16:35:39,08:10:10,1.3,0,0,0,8.17
2015-01-21,8:24:11,16:37:31,08:13:20,0,0,0,0,8.22
2015-01-22,8:22:50,16:39:24,08:16:34,0,0.4,0,0.048367594,8.27
2015-01-23,8:21:26,16:41:19,08:19:53,0,0,0,0,8.32
2015-01-24,8:20:00,16:43:14,08:23:14,1.9,0,0,0,8.38
2015-01-25,8:18:32,16:45:11,08:26:39,0,2.7,0,0.320284698,8.43
2015-01-26,8:17:00,16:47:08,08:30:08,6.4,0,0,0,8.5
2015-01-27,8:15:27,16:49:06,08:33:39,0,5.9,0,0.69005848,8.55
2015-01-28,8:13:51,16:51:05,08:37:14,16.6,0,0,0,8.62
2015-01-29,8:12:13,16:53:04,08:40:51,8.1,0,2,0,8.67
2015-01-30,8:10:32,16:55:04,08:44:32,0,0.6,3,0.068728522,8.73
2015-01-31,8:08:50,16:57:05,08:48:15,0,0,2,0,8.8
2015-02-01,8:07:05,16:59:06,08:52:01,4.5,0.1,1,0.011273957,8.87
2015-02-02,8:05:18,17:01:08,08:55:50,0.2,0.9,3,0.100896861,8.92
2015-02-03,8:03:30,17:03:09,08:59:39,0.4,0.2,3,0.022271715,8.98
2015-02-04,8:01:39,17:05:12,09:03:33,0.5,1.8,4,0.198895028,9.05
2015-02-05,7:59:46,17:07:14,09:07:28,0,2.6,4,0.285087719,9.12
2015-02-06,7:57:52,17:09:17,09:11:25,0,5.3,4,0.577342048,9.18
2015-02-07,7:55:56,17:11:19,09:15:23,0,0,3,0,9.25
2015-02-08,7:53:58,17:13:22,09:19:24,0.1,6.9,0,0.740343348,9.32
2015-02-09,7:51:59,17:15:25,09:23:26,0,0,0,0,9.38
2015-02-10,7:49:58,17:17:28,09:27:30,0,1.6,0,0.169312169,9.45
2015-02-11,7:47:55,17:19:31,09:31:36,0,0,0,0,9.52
2015-02-12,7:45:51,17:21:34,09:35:43,0,0,0,0,9.58
2015-02-13,7:43:46,17:23:37,09:39:51,0,0,0,0,9.65
2015-02-14,7:41:39,17:25:39,09:44:00,0,1,0,0.102774923,9.73
2015-02-15,7:39:31,17:27:42,09:48:11,0,0,0,0,9.8
2015-02-16,7:37:21,17:29:44,09:52:23,0,0,0,0,9.87
2015-02-17,7:35:11,17:31:46,09:56:35,0,0.3,0,0.03021148,9.93
2015-02-18,7:32:59,17:33:48,10:00:49,0,5.4,0,0.54,10
2015-02-19,7:30:46,17:35:50,10:05:04,0,6.9,0,0.68452381,10.08
2015-02-20,7:28:32,17:37:52,10:09:20,5.9,0,0,0,10.15
2015-02-21,7:26:17,17:39:53,10:13:36,3.5,0,0,0,10.22
2015-02-22,7:24:01,17:41:54,10:17:53,0.8,4.3,0,0.418287938,10.28
2015-02-23,7:21:44,17:43:55,10:22:11,1.7,0.4,0,0.038572806,10.37
2015-02-24,7:19:26,17:45:55,10:26:29,0,1.5,0,0.143815916,10.43
2015-02-25,7:17:07,17:47:56,10:30:49,0.7,3.7,0,0.352380952,10.5
2015-02-26,7:14:47,17:49:56,10:35:09,1,2.1,0,0.198487713,10.58
2015-02-27,7:12:26,17:51:55,10:39:29,4.8,0,0,0,10.65
2015-02-28,7:10:05,17:53:55,10:43:50,1.7,4.3,0,0.401119403,10.72
2015-03-01,7:07:43,17:55:54,10:48:11,2.1,0.7,0,0.064814815,10.8
2015-03-02,7:05:20,17:57:52,10:52:32,2.9,0.8,0,0.073597056,10.87
2015-03-03,7:02:56,17:59:51,10:56:55,6.8,1.8,0,0.164684355,10.93
2015-03-04,7:00:32,18:01:49,11:01:17,2.3,2.9,0,0.263157895,11.02
2015-03-05,6:58:08,18:03:47,11:05:39,0.1,2.9,0,0.261732852,11.08
2015-03-06,6:55:42,18:05:45,11:10:03,0,0.5,0,0.044762757,11.17
2015-03-07,6:53:16,18:07:42,11:14:26,0,0.4,0,0.035618878,11.23
2015-03-08,6:50:50,18:09:39,11:18:49,0,9.3,0,0.82300885,11.3
2015-03-09,6:48:23,18:11:36,11:23:13,1,5.1,0,0.448154657,11.38
2015-03-10,6:45:56,18:13:32,11:27:36,0,5.6,0,0.489082969,11.45
2015-03-11,6:43:29,18:15:29,11:32:00,0,10.8,0,0.936686904,11.53
2015-03-12,6:41:01,18:17:25,11:36:24,0,10.8,0,0.931034483,11.6
2015-03-13,6:38:32,18:19:20,11:40:48,0,2.6,0,0.222793488,11.67
2015-03-14,6:36:04,18:21:16,11:45:12,0,1.2,0,0.10212766,11.75
2015-03-15,6:33:35,18:23:11,11:49:36,0,0,0,0,11.82
2015-03-16,6:31:06,18:25:06,11:54:00,0,6.9,0,0.579831933,11.9
2015-03-17,6:28:36,18:27:01,11:58:25,0,9.4,0,0.785296575,11.97
2015-03-18,6:26:07,18:28:56,12:02:49,0,6.3,0,0.523690773,12.03
2015-03-19,6:23:37,18:30:51,12:07:14,0,11.1,0,0.915841584,12.12
2015-03-20,6:21:07,18:32:45,12:11:38,4.1,1.4,0,0.114942529,12.18
2015-03-21,6:18:37,18:34:39,12:16:02,3.3,0,0,0,12.27
2015-03-22,6:16:07,18:36:34,12:20:27,0,11.2,0,0.908353609,12.33
2015-03-23,6:13:37,18:38:28,12:24:51,0,10,0,0.806451613,12.4
2015-03-24,6:11:07,18:40:21,12:29:14,0,2.4,0,0.192307692,12.48
2015-03-25,6:08:37,18:42:15,12:33:38,1.7,2,0,0.15936255,12.55
2015-03-26,6:06:07,18:44:09,12:38:02,0,0.5,0,0.039588282,12.63
2015-03-27,6:03:37,18:46:03,12:42:26,2.5,0.3,0,0.023622047,12.7
2015-03-28,6:01:08,18:47:56,12:46:48,8.9,1.4,0,0.10963195,12.77
2015-03-29,6:58:44,19:49:45,12:51:01,13,0,0,0,12.85
2015-03-30,6:56:15,19:51:38,12:55:23,6.7,3.2,0,0.247678019,12.92
2015-03-31,6:53:45,19:53:32,12:59:47,11.3,0.1,0,0.00770416,12.98
2015-04-01,6:51:16,19:55:25,13:04:09,3.1,4.8,0,0.367253252,13.07
2015-04-02,6:48:47,19:57:19,13:08:32,0.4,8.7,0,0.662604722,13.13
2015-04-03,6:46:19,19:59:12,13:12:53,0,7.4,0,0.560606061,13.2
2015-04-04,6:43:51,20:01:05,13:17:14,0,12.4,0,0.93373494,13.28
2015-04-05,6:41:23,20:02:58,13:21:35,0,10.5,0,0.786516854,13.35
2015-04-06,6:38:55,20:04:52,13:25:57,0,12.7,0,0.946348733,13.42
